id,number,title,comments,state,repo
1187405250,11695,Replace cluster metadata with slot specific dictionaries,62,closed,redis/redis
781687008,9788,Implement Multi Part AOF mechanism to avoid AOFRW overheads.,50,closed,redis/redis
1000636511,11012,reprocess command when client is unblocked on keys,50,closed,redis/redis
708741066,9357,Add support for list type to store elements larger than 4GB,20,closed,redis/redis
848083774,10285,Module Configurations,18,closed,redis/redis
1330220420,12109,Rdb channel for full sync,8,closed,redis/redis
704812552,9323,Replica keep serving data during repl-diskless-load=swapdb for better availability,29,closed,redis/redis
679711720,9166,Replication backlog and replicas use one global shared replication buffer,16,closed,redis/redis
898547197,10517,Improve slot migration reliability,61,closed,redis/redis
1783132907,13157,Change license from BSD-3 to dual RSALv2+SSPLv1,196,closed,redis/redis
704635272,9320,Fully abstract connection and make TLS dynamically loadable,64,closed,redis/redis
800629388,9934,Reduce system calls of write for client->reply by introducing writev,69,closed,redis/redis
684106783,9202,Unified Lua and modules reply parsing and added resp3 support to RM_Call,10,closed,redis/redis
807240324,9974,ACL V2 - Selectors and key based permissions,20,closed,redis/redis
844152705,10273,Add reply_schema to command json files (internal for now),21,closed,redis/redis
717501951,9406,Add a special notification unlink available only for modules,63,closed,redis/redis
727491105,9462,Added INFO LATENCYSTATS section: latency by percentile distribution/latency by cumulative distribution of latencies,17,closed,redis/redis
734424022,9504,Treat subcommands as commands,6,closed,redis/redis
626211325,8887,Replace all usage of ziplist with listpack for t_hash,34,closed,redis/redis
1063828813,11303,Add listpack encoding for list,25,closed,redis/redis
587187802,8621,Sharded pubsub implementation,23,closed,redis/redis
762179279,9656,Auto-generate the command table from JSON files,10,closed,redis/redis
1179001907,11659,Custom authentication for Modules,8,closed,redis/redis
746852127,9572,Sort out the mess around writable replicas and lookupKeyRead/Write,41,closed,redis/redis
2274220370,13740,Add internal connection and command mechanism,12,closed,redis/redis
791825176,9872,Wait for replicas when shutting down,7,closed,redis/redis
900609526,10536,Introduce Shard IDs to logically group nodes in cluster mode,50,closed,redis/redis
675270696,9127,Add stream consumer group lag tracking and reporting,12,closed,redis/redis
820750162,10108,Command info module API,10,closed,redis/redis
1142128764,11568,Support for RM_Call on blocking commands,22,closed,redis/redis
1288422918,11963,Add basic eventloop latency measurement.,24,closed,redis/redis
785706732,9822,introduce dynamic client reply buffer size - save memory on idle clients,39,closed,redis/redis
1623708200,12822,Refactor the per-slot dict-array db.c into a new kvstore data structure,11,closed,redis/redis
745794646,9564,Cluster human readable nodename feature ,26,closed,redis/redis
898376761,10515,Reimplement cli hints based on command arg docs,35,closed,redis/redis
994439132,10966,Add RM_SetContextUser to support acl validation in RM_Call (and scripts),14,closed,redis/redis
379148615,6929,"Adds new pop-push commands (LMOVE, BLMOVE)",57,closed,redis/redis
598926411,8687,Client eviction,9,closed,redis/redis
375590056,6891,Make INFO command variadic ,14,closed,redis/redis
545244953,8242,"Use FD_CLOEXEC in Sentinel, so that FDs don't leak to the scripts it runs",72,closed,redis/redis
749819424,9601,Add sanitizer support and clean up sanitizer findings,15,closed,redis/redis
1822355948,13209,Hash Field Expiration - listpack support ,4,closed,redis/redis
1358902358,12209,improve performance for scan command when matching pattern or data type,28,closed,redis/redis
794565109,9890,Sort out mess around propagation and MULTI/EXEC,22,closed,redis/redis
850963818,10293,Add cluster shards support.,38,closed,redis/redis
1851879005,13243,Hfe serialization listpack,11,closed,redis/redis
738186202,9530,Clusterbus extensions and hostname support,48,closed,redis/redis
1457933869,12453,Print stack trace from all threads in crash report,12,closed,redis/redis
1061599600,11290,Listpack encoding for sets,20,closed,redis/redis
801389568,9938,Add FUNCTION DUMP and RESTORE.,2,closed,redis/redis
548875985,8288,Add modules API for streams,14,closed,redis/redis
1558171744,12658,Fix async safety in signal handlers,10,closed,redis/redis
784565137,9812,"Remove EVAL script verbatim replication, propagation, and deterministic execution logic",30,closed,redis/redis
1627005706,12826,redis-cli --keystats and --keystats-samples with --top and --cursor,16,closed,redis/redis
649804082,8974,Use madvise(MADV_DONTNEED) to release memory to reduce COW,27,closed,redis/redis
780137060,9780,Redis Function,13,closed,redis/redis
702163067,9309,Adding ACL support for modules,15,closed,redis/redis
802079380,9940,Reuse temporary client objects for blocked clients by module,14,closed,redis/redis
1048645265,11248,Reclaim page cache of RDB file,22,closed,redis/redis
569890807,8474,Always replicate TTLs as absolute timestamps in milliseconds,14,closed,redis/redis
543163619,8217,Added Errorstats info section to enable keeping track of the different errors that occur within Redis; Added failed_calls to commandstats,18,closed,redis/redis
815228000,10061,Adapt redis-check-aof tool for Multi Part Aof,19,closed,redis/redis
824806482,10127,sub-command support for ACL CAT and COMMAND LIST. redisCommand always stores fullname,7,closed,redis/redis
708456251,9356,Slot-to-keys using dict entry metadata,54,closed,redis/redis
1036644018,11193,Client pause write during OOM and pending lazyfree jobs,19,closed,redis/redis
806030030,9963,Adding module api for processing commands during busy jobs and allow flagging the commands that should be handled at this status,14,closed,redis/redis
1621088077,12817,Fix race condition issues between the main thread and module threads,18,closed,redis/redis
774961059,9748,Multiparam config set,6,closed,redis/redis
810027466,10004,Redis Function Libraries,16,closed,redis/redis
1038910243,11199,Module API to allow writes after key space notification hooks,5,closed,redis/redis
553755480,8315,implement FAILOVER command,8,closed,redis/redis
535575244,8170,Add support for client pause WRITE,7,closed,redis/redis
813056386,10043,redis-cli generates command help tables from the results of COMMAND ,30,closed,redis/redis
554150785,8324,A better approach for COMMAND INFO for movablekeys commands,17,closed,redis/redis
1666183056,12913,Add overhead of all DBs and rehashing dict count to info.,11,closed,redis/redis
1196070262,11708,Module commands to have ACL categories.,13,closed,redis/redis
1354035448,12192,replica redirect read&write to master in standalone mode,52,closed,redis/redis
554507365,8327,"GETEX, GETDEL and SET PXAT/EXAT",24,closed,redis/redis
1151659968,11595,Key as dict entry - memory optimization for sets,48,closed,redis/redis
24633999,2143,Quicklist (linked list + ziplist),36,closed,redis/redis
1436789105,12416, Add modules API for set,5,closed,redis/redis
735251652,9511,Implement anetPipe() to combine creating pipe and setting flags,5,closed,redis/redis
1530019827,12611,Fix compile on macOS 13,30,closed,redis/redis
779788134,9774, Introduce memory management on cluster link buffers,35,closed,redis/redis
2117585366,13592,Add KEYSIZES section to INFO,4,closed,redis/redis
657434859,9003,Fix the wrong reisze of querybuf,10,closed,redis/redis
1273011481,11907,Add support for pubsub channel subscribers information,20,closed,redis/redis
1593900804,12742,"Cluster refactor, common API for different implementations",6,closed,redis/redis
918307104,10636,Add warning for suspected slow system clocksource setting,2,closed,redis/redis
995154099,10969,Fix replication inconsistency on modules that uses key space notifications,7,closed,redis/redis
940116112,10747,"Add MKGROUP option for XPENDING, XREADGROUP, XCLAIM and XAUTOCLAIM commands for the case if the group doesn't already exist.",22,closed,redis/redis
655629878,8999,Enhance mem_usage/free_effort/unlink/copy callbacks and add GetDbFromIO Api.,31,closed,redis/redis
1880317399,13285,HFE to support AOF and replicas,2,closed,redis/redis
1295775663,11982,Use dummy allocator to make accesses defined as per standard,29,closed,redis/redis
1932195297,13359,optimize bitcount command using popcnt,37,closed,redis/redis
527452809,8094,Add  GEOSEARCH/GEOSEARCHSTORE command,6,closed,redis/redis
1788564838,13169,"Revert ""Change license from BSD-3 to dual RSALv2+SSPLv1""",31,closed,redis/redis
46698187,2795,Add NX/XX/GT/LT options to EXPIRE command group,16,closed,redis/redis
509387440,7953,Add COPY command,14,closed,redis/redis
503780432,7912,"Modules callbacks for lazy free effort, and unlink",39,closed,redis/redis
118051528,2929,KAFKA-4763; Handle disk failure for JBOD (KIP-112),148,closed,apache/kafka
446781200,9001,KAFKA-10028: Implement write path for feature versioning system (KIP-584),24,closed,apache/kafka
104076260,2476,KAFKA-4586; Add purgeDataBefore() API (KIP-107),174,closed,apache/kafka
108437623,2614,KAFKA-4816: Message format changes for idempotent/transactional producer,112,closed,apache/kafka
122129498,3131,org.apache.kafka.common.errors.UnknownTopicOrPartitionException: This server does not host this topic-partition,404,closed,apache/kafka
141356632,3874,KAFKA-5163; Support replicas movement between log directories (KIP-113),35,closed,apache/kafka
66076425,1215,KAFKA-3163: Add time based index to Kafka.,62,closed,apache/kafka
209224098,5527,KAFKA-3705: Added a foreignKeyJoin implementation for KTable.,118,closed,apache/kafka
419082738,8680,KAFKA-10027: Implement read path for feature versioning system (KIP-584),15,closed,apache/kafka
1521726751,14406,"KAFKA-14274 [6, 7]: Introduction of fetch request manager",9,closed,apache/kafka
756035709,11390,[KAFKA-13369] Follower fetch protocol changes for tiered storage.,16,closed,apache/kafka
257820226,6363,KAFKA-5505: Incremental cooperative rebalancing in Connect (KIP-415),5,closed,apache/kafka
211442056,5582,KIP-368: Allow SASL Connections to Periodically Re-Authenticate,56,closed,apache/kafka
416864311,8657,KAFKA-8334 Make sure the thread which tries to complete delayed reque…,85,closed,apache/kafka
98265840,2264,Kafka 4507: The client should send older versions of requests to the broker if necessary,81,closed,apache/kafka
1469779374,14182,KAFKA 14515: Optimized Uniform Rack Aware Assignor,1,closed,apache/kafka
55900829,764,KAFKA-3025 Added timetamp to Message and use relative offset.,37,closed,apache/kafka
1396407760,13870,KAFKA-14500; [5/N] Implement JoinGroup protocol in new GroupCoordinator,6,closed,apache/kafka
558842078,9944,KAFKA-10580: Add topic ID support to Fetch request,16,closed,apache/kafka
1288034062,13443,KAFKA-14514: Add Range Assignor on the Server (KIP-848),1,closed,apache/kafka
271449891,6592,KAFKA-8326: Introduce List Serde,65,closed,apache/kafka
210863553,5567,KAFKA-7223: Suppress API with only immediate emit,21,closed,apache/kafka
735705090,11331,KAFKA-13111: Re-evaluate Fetch Sessions when using topic IDs,8,closed,apache/kafka
176775247,4756,KAFKA-6670: Implement a Scala wrapper library for Kafka Streams,43,closed,apache/kafka
71853084,1446,KAFKA-3715: add granular metrics per node,148,closed,apache/kafka
191607790,5101,KAFKA-6082: Fence zookeeper updates with controller epoch zkVersion,28,closed,apache/kafka
254700136,6295,KIP-382: MirrorMaker 2.0,42,closed,apache/kafka
508725536,9485,KAKFA-10619: Idempotent producer will get authorized once it has a WRITE access to at least one topic,17,closed,apache/kafka
82445483,1776,KIP-73 - Replication Quotas,2,closed,apache/kafka
1583328979,14690,KAFKA-15574; [1/N]: Client state machine updates,9,closed,apache/kafka
103789929,2466,KAFKA-4144: Allow per stream/table timestamp extractor,115,closed,apache/kafka
276804210,6694,[KAFKA-7994] Improve Stream time accuracy for restarts and rebalances ,62,closed,apache/kafka
184146651,4931,KAFKA-6776 : ConnectRestExtension Interfaces & Rest integration,12,closed,apache/kafka
246089156,6177,KAFKA-7862 & KIP-345 part-1: Add static membership logic to JoinGroup protocol,55,closed,apache/kafka
113505978,2772,KAFKA-4208: Add Record Headers,152,closed,apache/kafka
100538349,2330,KAFKA-4602 - KIP-72 - Allow putting a bound on memory consumed by Incoming requests,83,closed,apache/kafka
304834482,7170,KIP-221 / Add KStream#repartition operation,57,closed,apache/kafka
358550787,7884,[KAFKA-8522] Streamline tombstone and transaction marker removal,64,closed,apache/kafka
112546122,2735,KAFKA-4817; Add idempotent producer semantics,75,closed,apache/kafka
42085063,130,KIP-28: First patch,68,closed,apache/kafka
134092726,3621,KAFKA-5694; Add AlterReplicaDirRequest and DescribeReplicaDirRequest (KIP-113),49,closed,apache/kafka
359585458,7898,KAFKA-9366: Change log4j dependency into log4j2,119,closed,apache/kafka
451348992,9039,KAFKA-5636: SlidingWindows (KIP-450),5,closed,apache/kafka
1939735719,16456,KAFKA-16745: Implemented handleShareFetchRequest RPC including unit tests,4,closed,apache/kafka
1509004277,14364,KAFKA-15278: Implement HeartbeatRequestManager to handle heartbeat requests,14,closed,apache/kafka
2107849314,17373,KAFKA-9366: Upgrade log4j to log4j2,55,closed,apache/kafka
1312312366,13561,KAFKA-14888: Added remote log segments retention functionality based on time and size.,22,closed,apache/kafka
194318705,5201,"KAFKA-6761: Construct Physical Plan using Graph, Reduce streams footprint part III",30,closed,apache/kafka
1327270296,13639,KAFKA-14462; [12/N] Add GroupMetadataManager and ConsumerGroup,2,closed,apache/kafka
178950664,4812,KAFKA-6376: streams skip metrics,28,closed,apache/kafka
320558645,7378,KAFKA-8233: KIP-470: TopologyTestDriver test input and output usability improvements,13,closed,apache/kafka
218850040,5709,KAFKA-7406: Name join group repartition topics,13,closed,apache/kafka
57201488,812,KAFKA-3149: Extend SASL implementation to support more mechanisms,20,closed,apache/kafka
43248947,165,KAFKA-2464: client-side assignment for new consumer,27,closed,apache/kafka
2131939625,17539,KAFKA-17743: Add minBytes implementation to DelayedShareFetch,6,closed,apache/kafka
115697936,2849,KAFKA-5059: Implement Transactional Coordinator,6,closed,apache/kafka
118682698,2964,KAFKA-5130: Refactor TC In-memory Cache,23,closed,apache/kafka
85892279,1884,KAFKA-4060: Remove zk client dependency in kafka streams,39,closed,apache/kafka
202075533,5379,KAFKA-7169: Custom SASL extensions for OAuthBearer authentication mechanism,10,closed,apache/kafka
44067965,191,KAFKA-1686: Implement SASL/Kerberos.,34,closed,apache/kafka
568537360,10070,KAFKA-12276: Add the quorum controller code,2,closed,apache/kafka
138595037,3765,KAFKA-5642: Use async ZookeeperClient in Controller,21,closed,apache/kafka
1239282639,13240,KAFKA-14690: Add topic IDs to the OffsetCommit API version 9,30,closed,apache/kafka
93899557,2140,KAFKA-4390: Replace MessageSet usage with client-side alternatives,39,closed,apache/kafka
179821025,4830,KAFKA-6028: Improve the quota throttle communication (KIP-219),15,closed,apache/kafka
458873724,9103,"KAFKA-10181: Use Envelope RPC to do redirection for (Incremental)AlterConfig, AlterClientQuota and CreateTopics",11,closed,apache/kafka
42158890,132,KAFKA-1215: Rack-Aware replica assignment option,48,closed,apache/kafka
218113738,5693,KAFKA-7223: In-Memory Suppression Buffering,12,closed,apache/kafka
224458749,5821,KAFKA-7235: Detect outdated control requests and bounced brokers using broker generation,11,closed,apache/kafka
204292576,5428,"KAFKA-3514: Part III, Refactor StreamThread main loop",25,closed,apache/kafka
112784300,2743,KIP-101: Alter Replication Protocol to use Leader Epoch rather than High Watermark for Truncation,70,closed,apache/kafka
2240964645,18240,KAFKA-17642: PreVote response handling and ProspectiveState,1,closed,apache/kafka
97538343,2244,KAFKA-4490: Add Global Table support to Kafka Streams,66,closed,apache/kafka
91448020,2074,KAFKA-3853 (KIP-88): Report offsets for empty groups in consumer group describe command (new consumer),40,closed,apache/kafka
140887639,3849,KAFKA-5886: Implement KIP-91 delivery.timeout.ms,68,closed,apache/kafka
69218845,1336,KAFKA-3144: Report members with no assigned partitions in ConsumerGroupCommand,21,closed,apache/kafka
112793702,2744,KAFKA-4954: Request handler utilization quotas,72,closed,apache/kafka
509208862,9487,KAFKA-9331: Add a streams specific uncaught exception handler,4,closed,apache/kafka
665756073,10851,KAFKA-6718 / Rack aware standby task assignor,37,closed,apache/kafka
44267004,195,KAFKA-2211: Adding simpleAclAuthorizer implementation and test cases.,25,closed,apache/kafka
117411513,2910,KAFKA-5121: Implement transaction index for KIP-98,115,closed,apache/kafka
620161299,10579,KAFKA-9555 Added default RLMM implementation based on internal topic storage.,8,closed,apache/kafka
125456613,3325,"KAFKA-5363: KIP-167  implementing bulk load, restoration event notification",50,closed,apache/kafka
580701337,10218,KAFKA-12368: Added inmemory implementations for RemoteStorageManager and RemoteLogMetadataManager.,10,closed,apache/kafka
1527624218,14432,"KAFKA-14516: [1/N] Static Member leave, join, re-join request using ConsumerGroupHeartbeats",15,closed,apache/kafka
1521733824,14408,KAFKA-14506: Implement DeleteGroups API and OffsetDelete API,0,closed,apache/kafka
458697672,9100,Add AlterISR RPC and use it for ISR modifications,7,closed,apache/kafka
103998067,2472,KAFKA-3265: Create Java Admin Client,64,closed,apache/kafka
383314486,8218,KAFKA-9441: Unify committing within TaskManager,21,closed,apache/kafka
63403078,1095,KAFKA-3306: Change metadata response to include required additional fi…,13,closed,apache/kafka
335188492,7629,KAFKA-9072: Add Topology naming to the dev guide,7,closed,apache/kafka
411185195,8589,KAFKA-9146: KIP-571 Add option to force delete active members in StreamsResetter,41,closed,apache/kafka
198867797,5322,KAFKA-5037 Infinite loop if all input topics are unknown at startup,51,closed,apache/kafka
1274173405,13391,KAFKA-14561: Improve transactions experience for older clients by ensuring ongoing transaction,7,closed,apache/kafka
67423367,1251,KAFKA-3600: Enhance java clients to use ApiVersion Req/Resp to check if the broker they are talking to supports required api versions,63,closed,apache/kafka
42826765,151,KAFKA-2411; remove usage of blocking channel,35,closed,apache/kafka
118853905,2967,KAFKA-5150 reduce lz4 decompression overhead,106,closed,apache/kafka
111852615,2719,KAFKA-4916: test streams with brokers failing,81,closed,apache/kafka
661977674,10822,KAFKA-4793: Connect API to restart connector and tasks (KIP-745),7,closed,apache/kafka
1801255689,15640,KAFKA-15974: Enforce that event processing respects user-provided timeout,20,closed,apache/kafka
1482745538,737,Fix extra tab,15,closed,elementary/terminal
235179301,330,"Add ""Open in Browser"" to the context menu",20,closed,elementary/terminal
651144703,584,Refactor name check and title update so works with custom prompt,17,closed,elementary/terminal
294950527,386,Move cursor to clicked position (as near as possible),27,closed,elementary/terminal
405251972,505,Zoom per tab,13,closed,elementary/terminal
1578035322,742,Continous saving of current tabs and tab-zooms,12,closed,elementary/terminal
486006329,542,Add custom color schemes,8,closed,elementary/terminal
149023715,160,Restore zoom level from saved state,10,closed,elementary/terminal
131070968,125,Unsafe paste. (#45),9,closed,elementary/terminal
1930389829,760,Replace Granite.DynamicNotebook with Hdy TabView and TabBar,14,closed,elementary/terminal
1059568642,687,#11: Findbar arrow sensitivity,9,closed,elementary/terminal
193839331,265,Check for equivalent existing tab when opening with working directory.,8,closed,elementary/terminal
984748802,662,Add a custom theme dialog,9,closed,elementary/terminal
383939403,486,"Add ""Kill process"" to context menu",10,closed,elementary/terminal
119306617,87,Duplicate tab names,4,closed,elementary/terminal
2159728327,798,Add toggle for unsafe paste,8,closed,elementary/terminal
1581233931,743,Fix unwanted extra tab ,3,closed,elementary/terminal
667283504,595,Unsafe Pastes: Handle multi-line pastes as well,0,closed,elementary/terminal
310479076,397,Implement gnome-terminal style -x (--) flag.,2,closed,elementary/terminal
677506868,602,MainWindow: Use the XTerm title if defined,7,closed,elementary/terminal
403227741,504,Use escape sequence and ignore clicks on command prompt,8,closed,elementary/terminal
545774873,556,"Adds setting ""block-multiline-paste-alert"" (default: true)",6,closed,elementary/terminal
1637327042,753,Fix inoperative header decorations when fullscreened,2,closed,elementary/terminal
193840788,266,Do not process keystrokes when there is a foreground process.,12,closed,elementary/terminal
658504452,590,Replace some deprecated functions,6,closed,elementary/terminal
2121440140,794,Check for unsafe  drop ,5,closed,elementary/terminal
300914485,390,Use palette colors for default bg/fg,3,closed,elementary/terminal
240554230,349,Honor privacy setting,4,closed,elementary/terminal
221233655,299,294 reverse phrasing,3,closed,elementary/terminal
291607436,382,Pressing the menu keyboard button opens right-click menu,9,closed,elementary/terminal
350167658,431,MainWindow: Strip clipboard when pasting,2,closed,elementary/terminal
1220396636,699,Add `SettingsPopover` Class,6,closed,elementary/terminal
775041075,638,Focus current tab,6,closed,elementary/terminal
128497076,119,Pick a larger window size for first run.,5,closed,elementary/terminal
163846349,196,Restore tab focus,1,closed,elementary/terminal
339058385,423,MainWindow: Apply font changes on the fly,8,closed,elementary/terminal
367695640,477,Get pwd from ApplicationCommandLine if possible when no -w flag given,3,closed,elementary/terminal
647671455,578,Add shortcut for reload tab action,9,closed,elementary/terminal
763181240,633,Removed alpha values from palletes.,5,closed,elementary/terminal
924745524,658,Added hotkey to close terminal,5,closed,elementary/terminal
1238137817,702,Rework Application Class,9,closed,elementary/terminal
2256657413,836,Cycle tabs with Ctrl+Tab,1,closed,elementary/terminal
160570836,185,PantheonTerminalWindow.vala: make constructor properties public,0,closed,elementary/terminal
193785138,263,Do not pass Esc characters to terminal.,8,closed,elementary/terminal
193773760,262,Copy last output action,2,closed,elementary/terminal
280187526,375,Use GSettings for Saved State,2,closed,elementary/terminal
361761542,461,Fix issues with -e and -x options,8,closed,elementary/terminal
1611921633,749,MainWindow: Move Actions and Keyboard Handling Related to The View to TerminalWidget,0,closed,elementary/terminal
1268746325,710,Application: Implement `startup()`,6,closed,elementary/terminal
1372485190,730,Update manpage,8,closed,elementary/terminal
2003735495,769,Use GLib.MenuModel for context menu,1,closed,elementary/terminal
2058411408,786,Gtk4 prep - Move zoom actions to MainWindow,7,closed,elementary/terminal
2207913938,813,Application: withdraw stale notifications,4,closed,elementary/terminal
160773737,190,Restore tab order,4,closed,elementary/terminal
156790677,180,Execute parameter,5,closed,elementary/terminal
151999101,165,Dark light settings,0,closed,elementary/terminal
192820973,253,Fix menu translation,2,closed,elementary/terminal
472868068,533,Ctrl+tab key bind: go to previous tab,2,closed,elementary/terminal
