repository,pr_number,pr_outcome,weighted_negativity_ratio,total_feedback,has_any_negative_feedback,num_positive_comments,num_neutral_comments,num_negative_comments,total_comments,num_positive_reviews,num_neutral_reviews,num_negative_reviews,total_reviews,num_positive_review_comments,num_neutral_review_comments,num_negative_review_comments,total_review_comments
deluge,78,merged,0.0,57.5,0,0,9,0,9,0,0,0,0,0,16,0,16
deluge,454,rejected,0.037383177570093455,53.5,1,0,9,2,11,0,0,0,0,1,13,0,14
deluge,90,merged,0.0,64.5,0,0,4,0,4,0,0,0,0,2,18,0,20
deluge,196,rejected,0.0,50.5,0,2,8,0,10,0,2,0,2,1,11,0,12
deluge,67,rejected,0.04580152671755725,65.5,1,0,2,0,2,0,0,0,0,3,17,1,21
deluge,354,rejected,0.20952380952380953,52.5,1,3,2,3,8,0,0,1,1,1,11,2,14
deluge,376,rejected,0.12173913043478261,57.5,1,3,1,1,5,2,0,0,2,0,14,2,16
deluge,204,rejected,0.08163265306122448,24.5,1,4,15,2,21,0,0,0,0,0,1,0,1
deluge,352,rejected,0.1509433962264151,26.5,1,3,13,4,20,0,0,0,0,0,2,0,2
deluge,201,rejected,0.0,54.5,0,1,3,0,4,1,0,0,1,1,15,0,16
deluge,364,rejected,0.0,37.5,0,2,9,0,11,0,1,0,1,0,8,0,8
deluge,83,rejected,0.024096385542168676,41.5,1,0,7,1,8,0,0,0,0,2,9,0,11
deluge,50,merged,0.0,55.5,0,0,1,0,1,0,0,0,0,0,18,0,18
deluge,228,rejected,0.044444444444444446,22.5,1,6,9,1,16,0,0,0,0,0,2,0,2
deluge,93,merged,0.0,37.5,0,1,6,0,7,0,0,0,0,2,8,0,10
deluge,62,merged,0.0,31.5,0,2,8,0,10,0,0,0,0,1,6,0,7
deluge,224,rejected,0.0,30.5,0,0,10,0,10,1,0,0,1,0,6,0,6
deluge,353,rejected,0.1694915254237288,29.5,1,2,7,2,11,0,0,0,0,0,5,1,6
deluge,306,rejected,0.0,32.5,0,4,3,0,7,1,1,0,2,0,7,0,7
deluge,325,rejected,0.0759493670886076,39.5,1,1,3,0,4,0,1,0,1,0,10,1,11
deluge,5,rejected,0.0,15.5,0,2,13,0,15,0,0,0,0,0,0,0,0
deluge,19,rejected,0.17142857142857143,17.5,1,0,11,3,14,0,0,0,0,0,1,0,1
deluge,103,rejected,0.07228915662650602,41.5,1,0,2,0,2,0,0,0,0,1,11,1,13
deluge,296,rejected,0.1917808219178082,36.5,1,2,1,1,4,1,0,0,1,0,8,2,10
deluge,355,rejected,0.06060606060606061,16.5,1,1,12,1,14,0,1,0,1,0,0,0,0
deluge,462,rejected,0.031746031746031744,31.5,1,3,2,1,6,1,1,0,2,3,4,0,7
deluge,16,rejected,0.0,38.5,0,0,2,0,2,0,0,0,0,0,12,0,12
deluge,202,rejected,0.0,27.5,0,1,6,0,7,1,0,0,1,0,6,0,6
deluge,240,rejected,0.0,33.5,0,0,4,0,4,1,0,0,1,0,9,0,9
deluge,347,rejected,0.12903225806451613,15.5,1,1,10,2,13,1,0,0,1,0,0,0,0
deluge,377,rejected,0.028985507246376812,34.5,1,1,0,1,2,1,0,0,1,2,8,0,10
deluge,386,rejected,0.046511627906976744,21.5,1,6,3,1,10,0,1,0,1,1,2,0,3
deluge,99,merged,0.08450704225352113,35.5,1,0,2,0,2,0,0,0,0,1,9,1,11
deluge,115,rejected,0.0,13.5,0,0,13,0,13,0,0,0,0,0,0,0,0
deluge,175,rejected,0.09836065573770492,30.5,1,1,3,0,4,0,1,0,1,0,7,1,8
deluge,234,rejected,0.0,37.5,0,1,0,0,1,0,0,0,0,1,11,0,12
deluge,385,rejected,0.0,33.5,0,2,0,0,2,2,0,0,2,4,5,0,9
deluge,430,rejected,0.028169014084507043,35.5,1,0,1,1,2,0,0,0,0,0,11,0,11
deluge,10,rejected,0.0,34.5,0,0,1,0,1,0,0,0,0,0,11,0,11
deluge,34,rejected,0.32,12.5,1,2,6,4,12,0,0,0,0,0,0,0,0
deluge,65,rejected,0.0,20.5,0,0,8,0,8,0,0,0,0,0,4,0,4
deluge,79,merged,0.11764705882352941,25.5,1,0,4,0,4,0,0,0,0,1,5,1,7
deluge,105,rejected,0.0,21.5,0,0,6,0,6,0,0,0,0,0,5,0,5
deluge,133,merged,0.0,23.5,0,1,4,0,5,0,0,0,0,0,6,0,6
deluge,139,rejected,0.05405405405405406,18.5,1,0,6,1,7,0,1,0,1,0,3,0,3
deluge,342,rejected,0.22857142857142856,17.5,1,0,7,1,8,0,0,0,0,0,2,1,3
deluge,433,rejected,0.08695652173913043,11.5,1,3,7,1,11,0,0,0,0,0,0,0,0
deluge,427,rejected,0.0,27.5,0,1,2,0,3,0,0,0,0,0,8,0,8
deluge,109,rejected,0.0,18.5,0,1,5,0,6,0,0,0,0,0,4,0,4
deluge,158,merged,0.0,22.5,0,1,2,0,3,1,1,0,2,1,4,0,5
deluge,92,merged,0.11764705882352941,25.5,1,0,1,0,1,0,0,0,0,0,7,1,8
deluge,47,rejected,0.0,23.5,0,0,2,0,2,0,0,0,0,0,7,0,7
deluge,55,rejected,0.0,25.5,0,1,0,0,1,0,0,0,0,0,8,0,8
deluge,117,rejected,0.10526315789473684,9.5,1,3,5,1,9,0,0,0,0,0,0,0,0
deluge,334,rejected,0.14814814814814814,13.5,1,2,3,2,7,0,0,0,0,0,2,0,2
deluge,412,rejected,0.0,19.5,0,2,2,0,4,0,0,0,0,0,5,0,5
deluge,460,rejected,0.0,24.5,0,0,1,0,1,1,0,0,1,1,6,0,7
deluge,84,rejected,0.08,12.5,1,2,3,1,6,0,0,0,0,0,2,0,2
deluge,101,merged,0.14634146341463414,20.5,1,1,1,0,2,0,0,0,0,1,4,1,6
deluge,128,rejected,0.0,16.5,0,1,3,0,4,0,0,0,0,1,3,0,4
deluge,186,merged,0.0,17.5,0,0,2,0,2,0,0,0,0,0,5,0,5
deluge,189,rejected,0.0,12.5,0,2,4,0,6,0,0,0,0,0,2,0,2
deluge,226,rejected,0.0,13.5,0,2,3,0,5,0,1,0,1,0,2,0,2
deluge,215,rejected,0.35294117647058826,8.5,1,1,4,3,8,0,0,0,0,0,0,0,0
deluge,380,rejected,0.0,11.5,0,2,4,0,6,0,1,0,1,0,1,0,1
deluge,404,rejected,0.15384615384615385,19.5,1,0,2,0,2,1,0,0,1,0,4,1,5
deluge,372,rejected,0.0,20.5,0,2,0,0,2,0,0,0,0,0,6,0,6
deluge,68,rejected,0.08695652173913043,11.5,1,0,4,1,5,0,0,0,0,0,2,0,2
deluge,112,rejected,0.11764705882352941,8.5,1,2,3,1,6,0,1,0,1,0,0,0,0
deluge,124,merged,0.0,7.5,0,3,4,0,7,0,0,0,0,0,0,0,0
deluge,155,rejected,0.12903225806451613,15.5,1,0,1,2,3,0,0,0,0,0,4,0,4
deluge,170,rejected,0.4,7.5,1,2,2,3,7,0,0,0,0,0,0,0,0
deluge,244,rejected,0.0,7.5,0,3,4,0,7,0,0,0,0,0,0,0,0
deluge,256,rejected,0.17142857142857143,17.5,1,0,2,0,2,0,0,0,0,0,4,1,5
deluge,288,rejected,0.0,13.5,0,1,3,0,4,0,0,0,0,1,2,0,3
deluge,312,rejected,0.0,7.5,0,1,6,0,7,0,0,0,0,0,0,0,0
deluge,7,rejected,0.0,6.5,0,2,4,0,6,0,0,0,0,0,0,0,0
deluge,20,rejected,0.0,6.5,0,1,5,0,6,0,0,0,0,0,0,0,0
deluge,108,rejected,0.15384615384615385,6.5,1,1,4,1,6,0,0,0,0,0,0,0,0
deluge,122,rejected,0.0,12.5,0,1,2,0,3,0,0,0,0,0,3,0,3
deluge,157,rejected,0.0,6.5,0,2,4,0,6,0,0,0,0,0,0,0,0
deluge,187,rejected,0.0,11.5,0,1,2,0,3,0,1,0,1,0,2,0,2
deluge,203,rejected,0.0,15.5,0,1,0,0,1,1,0,0,1,0,4,0,4
deluge,289,rejected,0.09523809523809523,10.5,1,0,3,1,4,0,0,0,0,1,1,0,2
deluge,298,rejected,0.15384615384615385,6.5,1,2,3,1,6,0,0,0,0,0,0,0,0
deluge,332,rejected,0.0,7.5,0,3,2,0,5,0,1,0,1,0,0,0,0
IrrlichtBAW,358,merged,0.04837275475724702,2811.5,1,1,34,1,36,0,0,0,0,18,862,45,925
IrrlichtBAW,424,merged,0.061955861510427215,2469.5,1,0,7,1,8,0,1,1,2,21,748,50,819
IrrlichtBAW,410,merged,0.07701375245579568,1272.5,1,0,7,0,7,0,0,1,1,9,380,32,421
IrrlichtBAW,474,merged,0.06148282097649186,829.5,1,1,3,1,5,0,0,1,1,6,252,16,274
IrrlichtBAW,497,merged,0.03600900225056264,666.5,1,0,6,0,6,0,0,0,0,4,208,8,220
IrrlichtBAW,468,merged,0.04572396274343776,590.5,1,0,2,0,2,0,0,0,0,8,179,9,196
IrrlichtBAW,554,merged,0.058981233243967826,559.5,1,0,1,0,1,0,0,0,0,4,171,11,186
IrrlichtBAW,496,merged,0.0594059405940594,555.5,1,0,0,0,0,0,0,0,0,3,171,11,185
IrrlichtBAW,291,merged,0.06871609403254973,276.5,1,7,67,13,87,0,0,0,0,2,59,2,63
IrrlichtBAW,403,merged,0.05399325084364454,444.5,1,0,3,0,3,0,0,0,0,10,129,8,147
IrrlichtBAW,521,rejected,0.022857142857142857,437.5,1,1,6,1,8,0,0,0,0,4,136,3,143
IrrlichtBAW,411,merged,0.08298755186721991,361.5,1,0,1,0,1,0,0,0,0,1,109,10,120
IrrlichtBAW,307,merged,0.0559254327563249,375.5,1,2,4,0,6,0,0,0,0,3,113,7,123
IrrlichtBAW,21,rejected,0.14762741652021089,284.5,1,1,10,3,14,0,0,0,0,5,72,13,90
IrrlichtBAW,549,merged,0.07035175879396985,298.5,1,0,4,0,4,0,0,0,0,2,89,7,98
IrrlichtBAW,487,merged,0.05042016806722689,297.5,1,0,3,0,3,0,0,0,0,1,92,5,98
IrrlichtBAW,422,merged,0.0748663101604278,280.5,1,0,4,0,4,0,0,0,0,0,85,7,92
IrrlichtBAW,333,merged,0.02494802494802495,240.5,1,1,2,0,3,0,0,0,0,2,75,2,79
IrrlichtBAW,143,merged,0.07799442896935933,179.5,1,4,23,2,29,0,0,0,0,0,46,4,50
IrrlichtBAW,341,rejected,0.020050125313283207,199.5,1,1,8,1,10,0,0,0,0,5,57,1,63
IrrlichtBAW,373,rejected,0.013986013986013986,214.5,1,0,1,0,1,0,0,0,0,0,70,1,71
IrrlichtBAW,480,rejected,0.043583535108958835,206.5,1,0,2,0,2,0,0,0,0,1,64,3,68
IrrlichtBAW,402,rejected,0.045112781954887216,199.5,1,0,4,0,4,0,0,0,0,2,60,3,65
IrrlichtBAW,387,merged,0.08310249307479224,180.5,1,0,6,0,6,0,0,0,0,1,52,5,58
IrrlichtBAW,437,rejected,0.1391304347826087,172.5,1,0,7,0,7,0,0,0,0,2,45,8,55
IrrlichtBAW,301,merged,0.13058419243986255,145.5,1,1,8,1,10,0,0,0,0,5,34,6,45
IrrlichtBAW,483,merged,0.0,149.5,0,0,2,0,2,0,0,0,0,0,49,0,49
IrrlichtBAW,340,merged,0.02888086642599278,138.5,1,0,2,1,3,0,0,0,0,0,44,1,45
IrrlichtBAW,390,rejected,0.08695652173913043,80.5,1,2,20,1,23,0,0,0,0,0,17,2,19
IrrlichtBAW,172,merged,0.0,94.5,0,0,10,0,10,0,0,0,0,0,28,0,28
IrrlichtBAW,478,rejected,0.0,95.5,0,0,8,0,8,0,0,0,0,0,29,0,29
IrrlichtBAW,431,rejected,0.09944751381215469,90.5,1,2,4,0,6,0,0,0,0,0,25,3,28
IrrlichtBAW,455,merged,0.0,100.5,0,0,1,0,1,0,0,0,0,1,32,0,33
IrrlichtBAW,39,merged,0.024844720496894408,80.5,1,1,6,2,9,0,1,0,1,1,22,0,23
IrrlichtBAW,36,merged,0.014598540145985401,68.5,1,1,9,1,11,0,0,0,0,2,17,0,19
IrrlichtBAW,399,merged,0.12418300653594772,76.5,1,0,7,0,7,0,0,0,0,1,19,3,23
IrrlichtBAW,515,merged,0.03550295857988166,84.5,1,0,3,0,3,0,0,0,0,1,25,1,27
IrrlichtBAW,412,merged,0.11965811965811966,58.5,1,0,9,1,10,0,0,0,0,0,14,2,16
IrrlichtBAW,416,merged,0.10457516339869281,76.5,1,0,5,0,5,0,0,1,1,0,21,2,23
IrrlichtBAW,401,merged,0.0,72.5,0,0,6,0,6,0,0,0,0,5,17,0,22
IrrlichtBAW,244,merged,0.03076923076923077,32.5,1,5,20,1,26,0,0,0,0,1,1,0,2
IrrlichtBAW,553,merged,0.0,84.5,0,0,0,0,0,0,0,0,0,0,28,0,28
IrrlichtBAW,499,merged,0.0,72.5,0,0,3,0,3,0,0,0,0,0,23,0,23
IrrlichtBAW,524,merged,0.08163265306122448,73.5,1,0,1,0,1,0,0,0,0,1,21,2,24
IrrlichtBAW,552,rejected,0.08759124087591241,68.5,1,0,2,0,2,0,0,0,0,1,19,2,22
IrrlichtBAW,14,merged,0.0761904761904762,52.5,1,3,6,1,10,0,0,0,0,3,10,1,14
IrrlichtBAW,49,merged,0.0,63.5,0,0,3,0,3,0,0,0,0,0,20,0,20
IrrlichtBAW,265,merged,0.0,43.5,0,0,13,0,13,0,0,0,0,1,9,0,10
IrrlichtBAW,428,rejected,0.11764705882352941,42.5,1,2,5,5,12,0,0,0,0,0,10,0,10
IrrlichtBAW,540,rejected,0.0,62.5,0,0,2,0,2,0,0,0,0,0,20,0,20
IrrlichtBAW,425,merged,0.10084033613445378,59.5,1,0,2,0,2,0,0,0,0,1,16,2,19
IrrlichtBAW,81,merged,0.07017543859649122,28.5,1,3,11,2,16,0,0,0,0,0,4,0,4
IrrlichtBAW,389,merged,0.10256410256410256,58.5,1,0,1,0,1,0,0,0,0,1,16,2,19
IrrlichtBAW,63,merged,0.0,51.5,0,1,2,0,3,0,0,0,0,1,15,0,16
IrrlichtBAW,400,merged,0.061855670103092786,48.5,1,1,2,0,3,0,0,0,0,0,14,1,15
IrrlichtBAW,406,rejected,0.0,48.5,0,1,2,0,3,0,0,0,0,1,14,0,15
IrrlichtBAW,534,merged,0.11428571428571428,52.5,1,0,1,0,1,0,0,0,0,0,15,2,17
IrrlichtBAW,250,rejected,0.0,46.5,0,1,1,0,2,0,1,0,1,1,13,0,14
IrrlichtBAW,473,rejected,0.0,39.5,0,0,6,0,6,0,0,0,0,0,11,0,11
IrrlichtBAW,436,rejected,0.06741573033707865,44.5,1,0,2,0,2,0,0,0,0,0,13,1,14
IrrlichtBAW,271,merged,0.0,33.5,0,0,6,0,6,0,0,0,0,0,9,0,9
IrrlichtBAW,381,rejected,0.0,30.5,0,2,4,0,6,0,0,0,0,1,7,0,8
IrrlichtBAW,80,merged,0.0,32.5,0,2,3,0,5,0,0,0,0,1,8,0,9
IrrlichtBAW,297,merged,0.0,30.5,0,0,6,0,6,0,0,0,0,1,7,0,8
IrrlichtBAW,539,merged,0.0,18.5,0,0,12,0,12,0,0,0,0,0,2,0,2
IrrlichtBAW,386,rejected,0.17391304347826086,34.5,1,0,1,0,1,0,0,0,0,0,9,2,11
IrrlichtBAW,530,merged,0.09230769230769231,32.5,1,0,2,0,2,0,0,0,0,0,9,1,10
IrrlichtBAW,213,merged,0.1016949152542373,29.5,1,0,2,0,2,0,0,0,0,2,6,1,9
IrrlichtBAW,531,merged,0.09836065573770492,30.5,1,0,0,0,0,0,0,0,0,0,9,1,10
IrrlichtBAW,542,merged,0.5901639344262295,30.5,1,0,0,0,0,0,0,0,0,0,4,6,10
IrrlichtBAW,295,merged,0.0,11.5,0,1,7,0,8,0,0,0,0,0,1,0,1
IrrlichtBAW,398,merged,0.0,23.5,0,0,2,0,2,0,0,0,0,0,7,0,7
IrrlichtBAW,489,merged,0.0,14.5,0,0,5,0,5,0,0,0,0,1,2,0,3
IrrlichtBAW,48,merged,0.0,19.5,0,0,1,0,1,0,0,0,0,0,6,0,6
IrrlichtBAW,165,rejected,0.0,15.5,0,0,3,0,3,0,0,0,0,0,4,0,4
IrrlichtBAW,177,merged,0.15384615384615385,19.5,1,0,1,0,1,0,0,0,0,1,4,1,6
IrrlichtBAW,219,merged,0.0,13.5,0,1,3,0,4,0,0,0,0,0,3,0,3
IrrlichtBAW,378,merged,0.07407407407407407,13.5,1,2,1,1,4,0,0,0,0,0,3,0,3
IrrlichtBAW,443,rejected,0.05714285714285714,17.5,1,0,1,1,2,0,0,0,0,0,5,0,5
IrrlichtBAW,522,rejected,0.0,15.5,0,1,2,0,3,0,0,0,0,0,4,0,4
IrrlichtBAW,64,rejected,0.46153846153846156,6.5,1,1,2,3,6,0,0,0,0,0,0,0,0
IrrlichtBAW,164,merged,0.0,6.5,0,1,5,0,6,0,0,0,0,0,0,0,0
IrrlichtBAW,249,rejected,0.0,14.5,0,0,2,0,2,0,0,0,0,0,4,0,4
IrrlichtBAW,529,merged,0.16216216216216217,18.5,1,0,0,0,0,0,0,0,0,0,5,1,6
IrrlichtBAW,181,rejected,0.0,11.5,0,0,2,0,2,0,0,0,0,0,3,0,3
IrrlichtBAW,328,rejected,0.0,11.5,0,0,2,0,2,0,0,0,0,0,3,0,3
IrrlichtBAW,415,merged,0.0,13.5,0,1,0,0,1,0,0,0,0,0,4,0,4
IrrlichtBAW,475,rejected,0.0,9.5,0,0,3,0,3,0,0,0,0,0,2,0,2
IrrlichtBAW,490,merged,0.0,5.5,0,1,4,0,5,0,0,0,0,0,0,0,0
IrrlichtBAW,186,merged,0.0,4.5,0,1,3,0,4,0,0,0,0,0,0,0,0
IrrlichtBAW,187,merged,0.0,4.5,0,0,4,0,4,0,0,0,0,0,0,0,0
IrrlichtBAW,488,merged,0.0,12.5,0,0,0,0,0,0,0,0,0,0,4,0,4
IrrlichtBAW,462,rejected,0.0,10.5,0,0,1,0,1,0,0,0,0,0,3,0,3
IrrlichtBAW,514,merged,0.0,4.5,0,0,4,0,4,0,0,0,0,0,0,0,0
IrrlichtBAW,520,merged,0.0,12.5,0,0,0,0,0,0,0,0,0,0,4,0,4
IrrlichtBAW,138,merged,0.0,3.5,0,0,3,0,3,0,0,0,0,0,0,0,0
IrrlichtBAW,222,merged,0.0,7.5,0,0,1,0,1,0,0,0,0,0,2,0,2
IrrlichtBAW,284,merged,0.2857142857142857,3.5,1,0,2,1,3,0,0,0,0,0,0,0,0
IrrlichtBAW,275,merged,0.0,3.5,0,0,3,0,3,0,0,0,0,0,0,0,0
IrrlichtBAW,375,merged,0.0,3.5,0,2,1,0,3,0,0,0,0,0,0,0,0
cinnamon-desktop,98,merged,0.0,28.5,0,4,7,0,11,0,1,0,1,0,5,0,5
cinnamon-desktop,248,merged,0.0,10.5,0,1,9,0,10,0,0,0,0,0,0,0,0
cinnamon-desktop,250,rejected,0.15384615384615385,6.5,1,2,3,1,6,0,0,0,0,0,0,0,0
cinnamon-desktop,96,rejected,0.0,6.5,0,1,5,0,6,0,0,0,0,0,0,0,0
cinnamon-desktop,43,merged,0.0,5.5,0,0,5,0,5,0,0,0,0,0,0,0,0
cinnamon-desktop,49,rejected,0.2727272727272727,5.5,1,1,3,1,5,0,0,0,0,0,0,0,0
cinnamon-desktop,237,merged,0.0,5.5,0,1,4,0,5,0,0,0,0,0,0,0,0
cinnamon-desktop,193,rejected,0.11764705882352941,8.5,1,0,1,1,2,0,0,0,0,0,2,0,2
cinnamon-desktop,3,merged,0.4,2.5,1,0,1,1,2,0,0,0,0,0,0,0,0
cinnamon-desktop,70,rejected,0.0,3.5,0,0,3,0,3,0,0,0,0,0,0,0,0
cinnamon-desktop,80,merged,0.0,3.5,0,1,2,0,3,0,0,0,0,0,0,0,0
cinnamon-desktop,204,merged,0.2857142857142857,3.5,1,0,2,1,3,0,0,0,0,0,0,0,0
cinnamon-desktop,13,merged,0.0,2.5,0,1,1,0,2,0,0,0,0,0,0,0,0
cinnamon-desktop,82,merged,0.0,2.5,0,2,0,0,2,0,0,0,0,0,0,0,0
cinnamon-desktop,105,rejected,0.0,2.5,0,0,2,0,2,0,0,0,0,0,0,0,0
cinnamon-desktop,111,rejected,0.0,2.5,0,0,2,0,2,0,0,0,0,0,0,0,0
cinnamon-desktop,185,merged,0.0,2.5,0,0,2,0,2,0,0,0,0,0,0,0,0
cinnamon-desktop,236,rejected,0.6666666666666666,4.5,1,0,1,0,1,0,0,0,0,0,0,1,1
cinnamon-desktop,245,rejected,0.0,4.5,0,0,1,0,1,0,0,0,0,0,1,0,1
cinnamon-desktop,11,rejected,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,7,merged,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,53,merged,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,23,merged,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,51,merged,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,67,merged,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,79,merged,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,83,merged,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,112,rejected,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,119,rejected,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,130,merged,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,133,rejected,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,134,merged,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,141,rejected,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,174,rejected,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,178,rejected,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,196,rejected,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,207,merged,0.0,1.5,0,1,0,0,1,0,0,0,0,0,0,0,0
cinnamon-desktop,213,rejected,0.0,3.5,0,0,0,0,0,0,0,0,0,0,1,0,1
cinnamon-desktop,10,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,9,rejected,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,56,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,4,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,1,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,2,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,6,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,58,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
