repository,pr_number,pr_outcome,weighted_negativity_ratio,total_feedback,has_any_negative_feedback,num_positive_comments,num_neutral_comments,num_negative_comments,total_comments,num_positive_reviews,num_neutral_reviews,num_negative_reviews,total_reviews,num_positive_review_comments,num_neutral_review_comments,num_negative_review_comments,total_review_comments
cinnamon-desktop,59,rejected,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,20,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,25,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,26,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,24,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,27,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,22,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,21,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,28,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,29,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,37,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,41,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,42,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,36,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,45,rejected,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,44,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,47,rejected,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,52,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,62,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,63,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,66,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,65,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,32,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,31,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,33,rejected,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,16,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,17,rejected,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,19,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,35,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,77,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,74,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,73,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,72,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,71,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,89,rejected,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,90,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,88,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,85,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,86,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,87,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,92,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,84,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,78,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,97,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,100,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,115,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,113,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,116,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,109,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,106,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,123,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,126,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,127,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon-desktop,128,merged,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon,4996,merged,0.10884353741496598,73.5,1,19,31,5,55,0,0,0,0,1,4,1,6
cinnamon,7944,merged,0.12121212121212122,49.5,1,4,6,0,10,0,0,0,0,5,6,2,13
cinnamon,1737,rejected,0.24778761061946902,56.5,1,14,28,14,56,0,0,0,0,0,0,0,0
cinnamon,1636,merged,0.09900990099009901,50.5,1,15,30,5,50,0,0,0,0,0,0,0,0
cinnamon,1966,rejected,0.21052631578947367,47.5,1,2,29,10,41,0,0,0,0,0,2,0,2
cinnamon,6878,merged,0.2857142857142857,17.5,1,1,11,5,17,0,0,0,0,0,0,0,0
cinnamon,6993,rejected,0.07407407407407407,40.5,1,11,24,3,38,0,1,0,1,0,0,0,0
cinnamon,8428,rejected,0.10650887573964497,84.5,1,3,9,4,16,0,0,1,1,0,21,1,22
cinnamon,8150,merged,0.0,5.5,0,0,5,0,5,0,0,0,0,0,0,0,0
cinnamon,5798,merged,0.057971014492753624,34.5,1,11,21,2,34,0,0,0,0,0,0,0,0
cinnamon,1717,rejected,0.09836065573770492,30.5,1,7,20,3,30,0,0,0,0,0,0,0,0
cinnamon,1888,rejected,0.06779661016949153,29.5,1,5,22,2,29,0,0,0,0,0,0,0,0
cinnamon,5324,merged,0.3389830508474576,29.5,1,5,14,10,29,0,0,0,0,0,0,0,0
cinnamon,7149,merged,0.09032258064516129,77.5,1,1,3,1,5,0,0,0,0,4,18,2,24
cinnamon,8617,merged,0.22535211267605634,35.5,1,6,15,5,26,0,0,0,0,0,2,1,3
cinnamon,7255,rejected,0.1791044776119403,33.5,1,3,15,6,24,0,0,0,0,0,3,0,3
cinnamon,8884,rejected,0.2028985507246377,34.5,1,6,12,7,25,0,0,0,0,0,3,0,3
cinnamon,847,merged,0.10909090909090909,27.5,1,10,14,3,27,0,0,0,0,0,0,0,0
cinnamon,5780,merged,0.14545454545454545,27.5,1,4,19,4,27,0,0,0,0,0,0,0,0
cinnamon,6872,rejected,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon,7943,rejected,0.0,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0
cinnamon,9771,rejected,0.2909090909090909,27.5,1,3,16,8,27,0,0,0,0,0,0,0,0
cinnamon,3553,rejected,0.18666666666666668,37.5,1,4,8,7,19,0,0,0,0,0,6,0,6
cinnamon,1679,merged,0.0392156862745098,25.5,1,3,21,1,25,0,0,0,0,0,0,0,0
cinnamon,1814,merged,0.20408163265306123,24.5,1,5,14,5,24,0,0,0,0,0,0,0,0
cinnamon,877,rejected,0.32653061224489793,24.5,1,3,13,8,24,0,0,0,0,0,0,0,0
cinnamon,1598,rejected,0.16326530612244897,24.5,1,3,17,4,24,0,0,0,0,0,0,0,0
cinnamon,11770,rejected,0.12244897959183673,24.5,1,1,20,3,24,0,0,0,0,0,0,0,0
cinnamon,2662,merged,0.0,27.5,0,4,17,0,21,0,0,0,0,0,2,0,2
cinnamon,1803,merged,0.0,22.5,0,2,20,0,22,0,0,0,0,0,0,0,0
cinnamon,5974,rejected,0.4,22.5,1,5,8,9,22,0,0,0,0,0,0,0,0
cinnamon,7685,rejected,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamon,8251,rejected,0.10309278350515463,48.5,1,2,5,2,9,0,0,0,0,2,10,1,13
cinnamon,10372,merged,0.08888888888888889,22.5,1,13,7,2,22,0,0,0,0,0,0,0,0
cinnamon,1800,rejected,0.0975609756097561,20.5,1,8,10,2,20,0,0,0,0,0,0,0,0
cinnamon,6486,merged,0.08888888888888889,22.5,1,0,17,2,19,0,0,0,0,0,1,0,1
cinnamon,7376,merged,0.03278688524590164,30.5,1,2,10,1,13,1,0,0,1,2,3,0,5
cinnamon,7486,rejected,0.19047619047619047,10.5,1,0,8,2,10,0,0,0,0,0,0,0,0
cinnamon,7916,rejected,0.3076923076923077,19.5,1,2,11,6,19,0,0,0,0,0,0,0,0
cinnamon,8873,merged,0.0273972602739726,36.5,1,7,4,1,12,0,0,0,0,5,3,0,8
cinnamon,11228,rejected,0.13953488372093023,21.5,1,11,5,3,19,0,1,0,1,0,0,0,0
cinnamon,843,merged,0.09302325581395349,21.5,1,7,9,2,18,0,0,0,0,0,1,0,1
cinnamon,4338,rejected,0.05128205128205128,19.5,1,0,18,1,19,0,0,0,0,0,0,0,0
cinnamon,5859,merged,0.15384615384615385,19.5,1,2,14,3,19,0,0,0,0,0,0,0,0
cinnamon,1003,rejected,0.21621621621621623,18.5,1,1,13,4,18,0,0,0,0,0,0,0,0
cinnamon,1504,rejected,0.10810810810810811,18.5,1,4,12,2,18,0,0,0,0,0,0,0,0
cinnamon,7325,merged,0.21621621621621623,18.5,1,3,11,4,18,0,0,0,0,0,0,0,0
cinnamon,11665,rejected,0.10810810810810811,18.5,1,3,13,2,18,0,0,0,0,0,0,0,0
cinnamon,1086,merged,0.05714285714285714,17.5,1,3,13,1,17,0,0,0,0,0,0,0,0
cinnamon,892,merged,0.05714285714285714,17.5,1,10,6,1,17,0,0,0,0,0,0,0,0
cinnamon,8988,merged,0.11764705882352941,25.5,1,6,7,0,13,0,0,0,0,0,3,1,4
cinnamon,10377,rejected,0.05714285714285714,17.5,1,0,16,1,17,0,0,0,0,0,0,0,0
cinnamon,1293,rejected,0.06060606060606061,16.5,1,7,8,1,16,0,0,0,0,0,0,0,0
cinnamon,1701,rejected,0.48484848484848486,16.5,1,2,6,8,16,0,0,0,0,0,0,0,0
cinnamon,9957,rejected,0.36363636363636365,16.5,1,2,8,6,16,0,0,0,0,0,0,0,0
cinnamon,10499,rejected,0.06060606060606061,16.5,1,1,14,1,16,0,0,0,0,0,0,0,0
cinnamon,1719,rejected,0.06451612903225806,15.5,1,3,11,1,15,0,0,0,0,0,0,0,0
cinnamon,886,merged,0.1935483870967742,15.5,1,3,9,3,15,0,0,0,0,0,0,0,0
cinnamon,1232,rejected,0.10256410256410256,19.5,1,4,7,2,13,0,0,0,0,0,2,0,2
cinnamon,1620,rejected,0.12903225806451613,15.5,1,6,7,2,15,0,0,0,0,0,0,0,0
cinnamon,1655,rejected,0.1935483870967742,15.5,1,1,11,3,15,0,0,0,0,0,0,0,0
cinnamon,6708,rejected,0.1935483870967742,15.5,1,5,7,3,15,0,0,0,0,0,0,0,0
cinnamon,6226,rejected,0.3225806451612903,15.5,1,1,9,5,15,0,0,0,0,0,0,0,0
cinnamon,8008,rejected,0.3870967741935484,15.5,1,1,8,6,15,0,0,0,0,0,0,0,0
cinnamon,9133,merged,0.3870967741935484,15.5,1,2,7,6,15,0,0,0,0,0,0,0,0
cinnamon,9559,merged,0.11320754716981132,26.5,1,1,7,1,9,0,0,1,1,0,5,0,5
cinnamon,11548,merged,0.06451612903225806,15.5,1,2,12,1,15,0,0,0,0,0,0,0,0
cinnamon,11905,merged,0.12903225806451613,15.5,1,5,8,2,15,0,0,0,0,0,0,0,0
cinnamon,11664,merged,0.046511627906976744,21.5,1,1,10,1,12,0,0,0,0,1,2,0,3
cinnamon,3858,merged,0.20689655172413793,14.5,1,3,8,3,14,0,0,0,0,0,0,0,0
cinnamon,4229,rejected,0.20689655172413793,14.5,1,4,7,3,14,0,0,0,0,0,0,0,0
cinnamon,6992,merged,0.0,7.5,0,1,6,0,7,0,0,0,0,0,0,0,0
cinnamon,8314,merged,0.0,22.5,0,3,4,0,7,2,1,0,3,0,3,0,3
cinnamon,11530,rejected,0.0,14.5,0,2,12,0,14,0,0,0,0,0,0,0,0
cinnamon,1831,merged,0.07407407407407407,13.5,1,2,10,1,13,0,0,0,0,0,0,0,0
cinnamon,1273,rejected,0.2222222222222222,13.5,1,1,9,3,13,0,0,0,0,0,0,0,0
cinnamon,3877,rejected,0.07407407407407407,13.5,1,5,7,1,13,0,0,0,0,0,0,0,0
cinnamon,5829,merged,0.14814814814814814,13.5,1,5,6,2,13,0,0,0,0,0,0,0,0
cinnamon,6821,rejected,0.2222222222222222,13.5,1,1,9,3,13,0,0,0,0,0,0,0,0
cinnamon,6694,merged,0.07407407407407407,13.5,1,3,9,1,13,0,0,0,0,0,0,0,0
cinnamon,7187,rejected,0.16,12.5,1,2,8,2,12,0,0,0,0,0,0,0,0
cinnamon,7252,merged,0.0,13.5,0,3,10,0,13,0,0,0,0,0,0,0,0
cinnamon,7395,merged,0.046511627906976744,21.5,1,1,4,1,6,0,0,0,0,1,4,0,5
cinnamon,8057,merged,0.0,12.5,0,6,6,0,12,0,0,0,0,0,0,0,0
cinnamon,8004,merged,0.08,12.5,1,1,10,1,12,0,0,0,0,0,0,0,0
cinnamon,8230,rejected,0.37037037037037035,13.5,1,0,8,5,13,0,0,0,0,0,0,0,0
cinnamon,8746,rejected,0.07407407407407407,13.5,1,2,10,1,13,0,0,0,0,0,0,0,0
cinnamon,9954,merged,0.0,13.5,0,8,5,0,13,0,0,0,0,0,0,0,0
cinnamon,10043,merged,0.18867924528301888,26.5,1,0,4,2,6,0,1,0,1,0,5,1,6
cinnamon,12100,rejected,0.07407407407407407,13.5,1,3,9,1,13,0,0,0,0,0,0,0,0
cinnamon,2006,rejected,0.08,12.5,1,2,9,1,12,0,0,0,0,0,0,0,0
cinnamon,2320,rejected,0.08,12.5,1,4,7,1,12,0,0,0,0,0,0,0,0
cinnamon,2779,merged,0.16,12.5,1,1,9,2,12,0,0,0,0,0,0,0,0
cinnamon,2765,rejected,0.24,12.5,1,2,7,3,12,0,0,0,0,0,0,0,0
cinnamon,673,rejected,0.16,12.5,1,3,7,2,12,0,0,0,0,0,0,0,0
cinnamon,1173,merged,0.0,12.5,0,1,11,0,12,0,0,0,0,0,0,0,0
cinnamon,1664,merged,0.08,12.5,1,5,6,1,12,0,0,0,0,0,0,0,0
cinnamon,1448,rejected,0.0,12.5,0,1,11,0,12,0,0,0,0,0,0,0,0
cinnamon,5556,merged,0.08,12.5,1,5,6,1,12,0,0,0,0,0,0,0,0
cinnamon,5942,merged,0.48,12.5,1,2,4,6,12,0,0,0,0,0,0,0,0
qBittorrent,15769,merged,0.11355034065102196,660.5,1,70,415,61,546,0,2,1,3,3,29,4,36
qBittorrent,7610,merged,0.1153649821337417,979.5,1,13,73,9,95,0,3,1,4,17,241,34,292
qBittorrent,12746,rejected,0.16222910216718267,807.5,1,11,94,30,135,1,1,1,3,6,183,33,222
qBittorrent,3989,merged,0.06291148500365765,683.5,1,19,84,13,116,0,0,0,0,11,168,10,189
qBittorrent,8584,merged,0.10770381451009724,668.5,1,9,70,13,92,0,5,1,6,4,165,19,188
qBittorrent,6911,merged,0.0357379219060225,755.5,1,5,16,7,28,0,1,1,2,7,228,6,241
qBittorrent,6779,merged,0.07878369039391846,723.5,1,6,32,3,41,1,1,0,2,10,198,18,226
qBittorrent,6698,rejected,0.08021877848678213,548.5,1,20,61,12,93,0,3,1,4,4,135,10,149
qBittorrent,12144,rejected,0.05455962587685113,641.5,1,2,31,8,41,0,0,0,0,2,189,9,200
qBittorrent,10702,merged,0.10738255033557047,521.5,1,7,82,9,98,1,4,1,6,3,119,15,137
qBittorrent,4936,merged,0.08029878618113913,535.5,1,13,68,10,91,0,0,0,0,4,133,11,148
qBittorrent,15915,merged,0.057097541633624106,630.5,1,4,25,3,32,0,2,0,2,0,187,11,198
qBittorrent,5877,merged,0.06498781478472786,615.5,1,4,28,2,34,1,2,1,4,7,172,12,191
qBittorrent,5214,merged,0.09881847475832438,465.5,1,10,85,13,108,1,2,0,3,8,98,11,117
qBittorrent,5532,merged,0.07685589519650655,572.5,1,11,35,3,49,1,6,1,8,10,146,13,169
qBittorrent,6627,merged,0.10754553339115351,576.5,1,5,35,3,43,0,6,1,7,6,148,19,173
qBittorrent,5196,merged,0.12181616832779624,451.5,1,9,60,10,79,0,0,0,0,9,100,15,124
qBittorrent,5287,merged,0.09137055837563451,492.5,1,11,39,6,56,0,5,0,5,1,128,13,142
qBittorrent,13885,merged,0.09929078014184398,493.5,1,8,40,7,55,0,3,0,3,7,123,14,144
qBittorrent,16840,merged,0.1088,312.5,1,7,111,10,128,0,2,0,2,1,51,8,60
qBittorrent,4681,rejected,0.10577864838393732,510.5,1,2,28,3,33,0,0,0,0,10,132,17,159
qBittorrent,5310,rejected,0.0888208269525268,326.5,1,12,92,11,115,1,1,0,2,0,63,6,69
qBittorrent,11833,rejected,0.13201970443349753,507.5,1,0,21,2,23,0,1,1,2,2,137,21,160
qBittorrent,10527,merged,0.10176531671858775,481.5,1,4,26,4,34,2,4,0,6,3,127,15,145
qBittorrent,3810,rejected,0.18124341412012646,474.5,1,6,16,8,30,0,0,0,0,5,117,26,148
qBittorrent,12458,merged,0.09989594172736732,480.5,1,1,19,3,23,0,2,0,2,3,133,15,151
qBittorrent,4994,merged,0.0781758957654723,460.5,1,6,17,6,29,0,1,0,1,3,130,10,143
qBittorrent,15453,rejected,0.13711583924349882,211.5,1,33,95,23,151,0,0,0,0,2,16,2,20
qBittorrent,6156,merged,0.06033182503770739,331.5,1,16,52,11,79,2,1,0,3,4,75,3,82
qBittorrent,9704,rejected,0.06390532544378698,422.5,1,1,23,1,25,0,1,1,2,4,119,8,131
qBittorrent,4266,merged,0.1269296740994854,291.5,1,22,42,22,86,0,2,0,2,5,57,5,67
qBittorrent,13348,rejected,0.10810810810810811,166.5,1,13,123,12,148,0,0,0,0,0,4,2,6
qBittorrent,9072,rejected,0.12314709236031927,438.5,1,0,9,3,12,0,0,0,0,5,120,17,142
qBittorrent,9375,merged,0.1363040629095675,381.5,1,2,30,2,34,0,0,1,1,5,94,16,115
qBittorrent,10948,rejected,0.09762202753441802,399.5,1,1,18,3,22,1,3,0,4,0,111,12,123
qBittorrent,9562,merged,0.10262828535669587,399.5,1,3,6,2,11,1,4,0,5,5,108,13,126
qBittorrent,11433,merged,0.11856474258970359,320.5,1,6,34,6,46,0,4,1,5,1,77,10,88
qBittorrent,20951,merged,0.07956600361663653,276.5,1,12,32,4,48,0,0,0,0,6,64,6,76
qBittorrent,5264,merged,0.0963855421686747,373.5,1,5,12,3,20,0,1,0,1,5,101,11,117
qBittorrent,12480,merged,0.11958762886597939,242.5,1,2,62,11,75,0,1,0,1,3,46,6,55
qBittorrent,12205,rejected,0.14947683109118087,334.5,1,2,21,2,25,0,0,0,0,5,82,16,103
qBittorrent,16485,merged,0.10526315789473684,237.5,1,5,43,7,55,0,1,0,1,0,54,6,60
qBittorrent,10099,rejected,0.1306715063520871,275.5,1,4,37,6,47,0,0,0,0,1,65,10,76
qBittorrent,12169,rejected,0.141643059490085,176.5,1,20,56,19,95,0,0,0,0,5,20,2,27
qBittorrent,15330,merged,0.0757825370675453,303.5,1,6,21,2,29,0,2,0,2,5,78,7,90
qBittorrent,6186,rejected,0.10062893081761007,238.5,1,8,44,6,58,0,0,0,0,4,50,6,60
qBittorrent,8347,merged,0.09819967266775777,305.5,1,2,21,3,26,0,0,0,0,5,79,9,93
qBittorrent,11241,merged,0.09880749574105621,293.5,1,6,17,5,28,0,2,0,2,3,76,8,87
qBittorrent,11708,merged,0.1378026070763501,268.5,1,2,32,5,39,2,2,1,5,4,59,10,73
qBittorrent,14054,merged,0.07603305785123966,302.5,1,1,13,3,17,0,2,1,3,1,86,6,93
qBittorrent,4253,merged,0.1459227467811159,116.5,1,29,68,17,114,1,0,0,1,0,0,0,0
qBittorrent,2550,merged,0.14349775784753363,111.5,1,19,76,16,111,0,0,0,0,0,0,0,0
qBittorrent,5090,merged,0.11764705882352941,263.5,1,10,21,7,38,0,0,0,0,4,63,8,75
qBittorrent,6952,merged,0.04056795131845842,246.5,1,13,23,2,38,0,1,1,2,8,58,2,68
qBittorrent,4984,rejected,0.0838095238095238,262.5,1,2,25,4,31,0,0,0,0,5,66,6,77
qBittorrent,13327,merged,0.0840630472854641,285.5,1,1,16,0,17,0,2,0,2,0,80,8,88
qBittorrent,14959,rejected,0.11830985915492957,177.5,1,8,44,15,67,0,1,0,1,3,31,2,36
qBittorrent,9007,rejected,0.09034907597535935,243.5,1,3,33,1,37,0,1,0,1,2,59,7,68
qBittorrent,13288,merged,0.26719056974459726,254.5,1,2,20,5,27,0,1,0,1,2,52,21,75
